cow,farmname,robotside,filename,directory,date,time,size,computer,animal_number,lactation_number,begin_time,end_time,yield,days_in_milk,conductivity_lf,conductivity_lr,conductivity_rf,conductivity_rr,mean_flow_lf,mean_flow_lr,mean_flow_rf,mean_flow_rr,milk_flow_duration,occ,peak_flow_lr,peak_flow_rf,peak_flow_rr,peak_flow_lf,teats_not_found,yield_lf,yield_lr,yield_rf,yield_rr,interval,kickoff,kickoff_lf,kickoff_lr,kickoff_milkings,kickoff_rf,kickoff_rr,alternative_attach,device_name,incomplete,is_incomplete,incomplete_milkings
1246,laufenberg,left,1246_20231117_164243.bag,videos_2,20231117,16:42:54,1389641180,guilherme,1246,2,2023-11-17 16:40:00,4:50 PM,18.64,248.0,4.92,4.46,4.38,4.73,0.78,1.26,1.56,1.08,350.0,31.0,1.68,2.16,1.44,1.26,,2.26,6.68,5.53,4.17,10:01:04,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1263,laufenberg,left,1263_20231117_124403.bag,videos_2,20231117,12:44:24,2411811036,guilherme,1263,2,2023-11-17 12:43:00,12:49 PM,12.37,184.0,4.31,4.29,4.39,4.29,1.32,1.5,1.26,1.38,206.0,100.0,2.04,1.74,1.86,1.74,,2.37,3.7,3.17,3.13,05:51:10,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1266,laufenberg,left,1266_20231117_162000.bag,videos_2,20231117,16:20:14,1542595385,guilherme,1266,2,2023-11-17 16:19:00,4:32 PM,27.4,222.0,4.25,4.33,4.37,4.33,0.78,0.96,1.02,1.2,630.0,17.0,1.44,1.44,1.5,1.2,,5.83,8.99,5.02,7.56,15:29:35,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1267,laufenberg,left,1267_20231117_162510.bag,videos_2,20231117,16:25:26,1807658122,guilherme,1267,2,2023-11-17 16:24:00,4:35 PM,23.4,264.0,4.11,4.28,3.93,4.15,1.02,0.84,0.84,0.78,484.0,14.0,1.56,1.44,1.2,1.62,,6.85,5.74,5.89,4.92,20:36:38,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1273,laufenberg,left,1273_20231117_160411.bag,videos_2,20231117,16:04:24,1530616820,guilherme,1273,2,2023-11-17 16:02:00,4:11 PM,15.42,206.0,4.11,4.13,4.17,4.06,1.08,1.14,1.02,1.14,284.0,22.0,1.56,1.62,1.68,1.62,,3.61,3.85,3.67,4.29,08:57:56,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1276,laufenberg,left,1276_20231117_144729.bag,videos_2,20231117,14:47:48,2209401502,guilherme,1276,2,2023-11-17 14:47:00,2:55 PM,18.04,117.0,4.25,4.08,4.06,4.02,1.2,0.96,1.08,1.44,320.0,28.0,1.32,1.44,1.86,1.62,,4.11,4.54,3.91,5.48,06:29:34,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1277,laufenberg,left,1277_20231117_133850.bag,videos_2,20231117,13:39:18,3270274001,guilherme,1277,2,2023-11-17 13:37:00,1:45 PM,14.06,175.0,4.31,,,4.26,1.92,,,1.68,328.0,68.0,,,2.16,2.58,,5.94,,,8.12,07:31:11,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1279,laufenberg,left,1279_20231117_161747.bag,videos_2,20231117,16:18:00,1577305177,guilherme,1279,2,2023-11-17 16:16:00,4:23 PM,16.85,58.0,4.51,4.48,4.47,4.42,1.32,1.5,1.44,1.44,262.0,40.0,2.28,1.8,2.04,1.8,,3.62,4.04,3.97,5.22,07:30:06,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1305,laufenberg,left,1305_20231117_133315.bag,videos_2,20231117,13:33:34,2262849682,guilherme,1305,2,2023-11-17 13:31:00,1:42 PM,20.87,90.0,3.78,3.88,4.0,,1.2,1.02,1.2,,444.0,48.0,1.38,1.68,,1.62,,7.66,6.47,6.74,,09:43:56,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1314,laufenberg,left,1314_20231117_174109.bag,videos_2,20231117,17:41:24,1892737562,guilherme,1314,2,2023-11-17 17:40:00,5:46 PM,11.01,1.0,4.96,4.87,4.83,4.9,1.08,1.14,1.08,1.32,210.0,,1.56,1.5,1.8,1.68,,2.59,2.98,2.55,2.89,11:28:07,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1321,laufenberg,left,1321_20231117_141734.bag,videos_2,20231117,14:17:58,2874977432,guilherme,1321,2,2023-11-17 14:17:00,2:22 PM,15.17,81.0,3.98,4.15,4.06,4.09,1.68,1.38,1.8,1.56,195.0,31.0,2.1,2.28,2.1,2.34,,3.38,3.29,4.21,4.29,05:43:22,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
1391,laufenberg,left,1391_20231117_173355.bag,videos_2,20231117,17:34:08,1605255134,guilherme,1391,1,2023-11-17 17:32:00,5:40 PM,9.71,256.0,3.92,3.88,3.8,3.87,1.26,0.96,1.32,1.26,291.0,,1.44,2.1,1.74,1.86,,2.8,2.24,2.35,2.32,08:19:54,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_4,,Unchecked,0.0
1398,laufenberg,left,1398_20231117_174158.bag,videos_2,20231117,17:42:16,2176229557,guilherme,1398,1,2023-11-17 17:41:00,5:48 PM,16.46,257.0,4.26,4.28,4.27,4.21,1.08,1.44,0.96,1.26,301.0,,1.86,1.26,1.8,1.68,,4.07,4.48,3.79,4.12,12:12:39,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_4,,Unchecked,0.0
1501,laufenberg,left,1501_20231117_173317.bag,videos_2,20231117,17:33:32,1613240836,guilherme,1501,1,2023-11-17 17:30:00,5:40 PM,16.75,21.0,4.83,4.94,4.83,5.04,1.14,1.14,1.32,0.96,294.0,,1.74,1.8,1.38,1.44,,4.06,4.77,4.06,3.86,11:35:57,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
723,laufenberg,left,723_20231117_175039.bag,videos_2,20231117,17:50:54,1788923592,guilherme,723,5,2023-11-17 17:50:00,5:55 PM,12.03,35.0,4.06,4.08,4.07,3.74,1.74,1.92,1.74,1.74,148.0,,2.46,2.28,2.22,2.22,,2.85,3.1,3.04,3.04,08:43:03,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_4,,Unchecked,0.0
729,laufenberg,left,729_20231117_112927.bag,videos_2,20231117,11:29:44,1984574488,guilherme,729,5,2023-11-17 11:28:00,11:40 AM,26.79,170.0,5.04,5.1,5.13,5.09,1.08,1.08,1.2,1.2,448.0,45.0,1.44,1.74,1.68,1.5,,6.45,5.97,7.62,6.75,10:27:56,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
736,laufenberg,left,736_20231117_152813.bag,videos_2,20231117,15:28:38,3003974335,guilherme,736,5,2023-11-17 15:28:00,3:38 PM,22.87,253.0,5.05,4.74,5.25,4.87,0.84,1.02,0.96,1.02,422.0,25.0,1.26,1.32,1.44,1.14,,4.26,6.45,5.66,6.5,13:08:16,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
738,laufenberg,left,738_20231117_104922.bag,videos_2,20231117,10:52:46,22522758655,guilherme,738,5,2023-11-17 10:49:00,10:58 AM,13.66,293.0,5.04,5.03,5.13,4.76,1.92,0.48,1.68,2.46,231.0,125.0,1.02,2.34,3.18,2.52,,3.5,0.55,2.55,7.06,10:52:03,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
778,laufenberg,left,778_20231117_140227.bag,videos_2,20231117,14:02:50,2623424255,guilherme,778,5,2023-11-17 14:02:00,2:09 PM,13.87,54.0,,4.4,4.51,4.73,,1.8,1.5,0.96,308.0,157.0,2.34,1.98,1.32,,,,5.64,4.1,4.13,05:55:52,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
785,laufenberg,left,785_20231117_125124.bag,videos_2,20231117,12:52:10,3899807561,guilherme,785,5,2023-11-17 12:51:00,1:01 PM,21.77,36.0,3.85,3.82,3.79,3.76,0.84,0.84,0.9,1.14,456.0,48.0,1.2,1.32,1.62,1.26,,4.58,5.55,5.63,6.01,10:47:35,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
807,laufenberg,left,807_20231117_175347.bag,videos_2,20231117,17:54:32,3891234407,guilherme,807,5,2023-11-17 17:53:00,6:03 PM,20.59,84.0,4.31,4.35,4.27,4.42,1.38,1.5,0.78,1.2,463.0,200.0,2.1,1.14,1.56,1.8,,4.61,7.19,5.27,3.52,09:26:16,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
808,laufenberg,left,808_20231117_173436.bag,videos_2,20231117,17:35:00,2216033154,guilherme,808,5,2023-11-17 17:33:00,5:44 PM,22.5,29.0,4.38,4.35,4.34,4.42,0.84,1.2,0.6,1.26,458.0,20.0,1.68,0.9,1.74,1.32,,4.86,6.84,3.48,7.32,08:41:01,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
837,laufenberg,left,837_20231117_165123.bag,videos_2,20231117,16:51:50,3083835871,guilherme,837,4,2023-11-17 16:50:00,4:58 PM,19.86,254.0,4.38,4.33,,4.13,1.62,1.26,,1.8,323.0,11.0,1.62,,2.4,2.16,,6.75,5.6,,7.51,10:39:36,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
842,laufenberg,left,842_20231117_174638.bag,videos_2,20231117,17:46:54,1695862294,guilherme,842,4,2023-11-17 17:46:00,5:52 PM,17.77,219.0,,4.28,4.34,4.16,,2.52,1.86,2.1,247.0,162.0,3.3,2.46,2.7,,,,6.25,4.19,7.33,09:04:45,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
856,laufenberg,left,856_20231117_152520.bag,videos_2,20231117,15:25:36,1875540319,guilherme,856,4,2023-11-17 15:24:00,3:32 PM,19.54,120.0,3.98,4.08,4.07,4.29,1.2,1.56,1.5,1.32,315.0,402.0,2.16,2.34,1.92,1.62,,4.81,5.93,4.54,4.26,07:38:55,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
861,laufenberg,left,861_20231117_122436.bag,videos_2,20231117,12:24:58,2470477934,guilherme,861,4,2023-11-17 12:24:00,12:32 PM,18.78,162.0,4.25,4.29,4.79,4.36,1.2,1.38,1.2,1.62,326.0,57.0,1.98,1.62,2.16,1.68,,3.1,5.27,5.31,5.1,09:43:08,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
868,laufenberg,left,868_20231117_142436.bag,videos_2,20231117,14:25:00,2540177981,guilherme,868,4,2023-11-17 14:24:00,2:29 PM,10.84,60.0,4.25,4.22,4.33,4.16,1.68,1.44,1.5,1.32,171.0,34.0,1.8,2.1,1.86,2.22,,2.77,2.81,2.17,3.09,04:16:23,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
915,laufenberg,left,915_20231117_123346.bag,videos_2,20231117,12:34:26,4795543083,guilherme,915,4,2023-11-17 12:33:00,12:43 PM,21.33,246.0,4.85,4.96,4.93,5.3,1.02,1.62,1.32,1.5,331.0,402.0,2.28,1.62,2.04,1.5,,3.84,6.55,4.36,6.58,10:36:52,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
922,laufenberg,left,922_20231117_141213.bag,videos_2,20231117,14:12:34,2395836032,guilherme,922,4,2023-11-17 14:12:00,2:17 PM,16.26,181.0,4.32,4.46,4.38,4.26,1.74,1.68,1.44,1.68,214.0,11.0,2.22,1.98,2.22,2.34,,4.05,3.78,4.15,4.28,07:53:59,RF,Unchecked,Unchecked,1.0,Checked,Unchecked,Normal,VMS_2,,Unchecked,0.0
924,laufenberg,left,924_20231117_131101.bag,videos_2,20231117,13:11:26,2560142172,guilherme,924,4,2023-11-17 13:10:00,1:19 PM,18.94,88.0,4.18,4.42,4.13,4.16,1.08,1.08,1.32,0.96,408.0,254.0,1.5,1.68,1.38,1.5,,6.05,3.28,6.13,3.48,07:49:30,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
929,laufenberg,left,929_20231117_151607.bag,videos_2,20231117,15:16:24,2084394122,guilherme,929,4,2023-11-17 15:15:00,3:24 PM,20.9,14.0,4.45,4.53,4.85,4.6,1.14,0.9,1.32,1.14,368.0,782.0,1.32,1.86,1.56,1.62,,5.91,4.85,4.64,5.5,09:00:13,LF,Checked,Unchecked,1.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
948,laufenberg,left,948_20231117_135427.bag,videos_2,20231117,13:54:38,1273848501,guilherme,948,3,2023-11-17 13:53:00,2:01 PM,21.49,437.0,,4.73,4.78,4.73,,1.68,1.92,1.62,342.0,11.0,2.1,2.58,2.16,,,,6.54,6.9,8.05,13:51:06,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
975,laufenberg,left,975_20231117_173846.bag,videos_2,20231117,17:39:08,2532818625,guilherme,975,4,2023-11-17 17:38:00,5:48 PM,23.57,147.0,4.52,4.66,4.71,4.6,0.72,1.08,1.14,1.02,480.0,262.0,1.62,1.68,1.56,1.26,,4.39,7.4,4.82,6.96,10:22:15,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
978,laufenberg,left,978_20231117_170827.bag,videos_2,20231117,17:08:44,1864790449,guilherme,978,3,2023-11-17 17:07:00,5:15 PM,13.71,233.0,4.11,4.26,4.18,4.26,0.72,1.02,0.96,0.84,338.0,31.0,1.38,1.32,1.14,1.02,,3.4,3.5,3.22,3.59,07:24:01,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
981,laufenberg,left,981_20231117_133039.bag,videos_2,20231117,13:31:02,2776386344,guilherme,981,4,2023-11-17 13:30:00,1:36 PM,16.06,24.0,4.31,4.19,4.32,4.4,1.62,1.68,1.26,1.44,250.0,11.0,2.16,1.74,1.8,2.1,,4.13,4.23,4.1,3.6,07:25:50,RF,Unchecked,Unchecked,1.0,Checked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1023,laufenberg,left,1023_20231117_124217.bag,videos_3,20231117,12:42:40,2538080096,lab,1023,4,2023-11-17 12:46:00,12:55 PM,16.77,117.0,4.51,4.32,4.38,4.41,1.14,1.14,0.84,1.08,377.0,14.0,1.74,1.2,1.44,1.62,,4.05,4.22,4.22,4.28,07:04:02,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1061,laufenberg,left,1061_20231117_120831.bag,videos_3,20231117,12:08:56,2831195622,lab,1061,3,2023-11-17 12:10:00,12:20 PM,17.63,284.0,4.71,,4.66,4.54,1.2,,1.62,1.44,334.0,20.0,,2.52,1.92,1.8,,4.82,,5.57,7.24,11:01:04,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1081,laufenberg,left,1081_20231117_112916.bag,videos_3,20231117,11:29:56,4575010918,lab,1081,3,2023-11-17 11:33:00,11:43 AM,24.61,258.0,4.99,4.79,4.73,4.8,1.26,1.02,1.38,1.26,418.0,237.0,1.38,1.86,1.86,1.86,,5.52,6.38,6.46,6.25,10:45:04,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1102,laufenberg,left,1102_20231117_114115.bag,videos_3,20231117,11:41:32,1791811749,lab,1102,3,2023-11-17 11:45:00,11:52 AM,22.73,212.0,4.52,4.45,4.66,4.33,1.44,1.32,1.56,1.26,318.0,20.0,1.68,2.16,1.62,1.98,,6.42,5.68,4.92,5.71,11:25:47,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1198,laufenberg,left,1198_20231117_115055.bag,videos_3,20231117,11:51:26,3406363225,lab,1198,2,2023-11-17 11:54:00,12:01 PM,17.69,309.0,4.31,4.18,4.19,4.13,1.62,1.74,1.02,1.68,250.0,45.0,2.28,1.44,2.16,2.1,,3.1,5.71,3.41,5.47,12:04:31,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1207,laufenberg,left,1207_20231117_131640.bag,videos_3,20231117,13:17:10,763412914,lab,1207,2,2023-11-17 13:18:00,1:29 PM,14.73,296.0,4.92,5.0,4.92,5.8,1.2,1.14,1.08,0.9,349.0,425.0,1.56,1.5,1.26,1.92,,3.85,4.14,5.04,1.7,09:04:46,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1245,laufenberg,left,1245_20231117_130459.bag,videos_3,20231117,13:05:34,4000658516,lab,1245,2,2023-11-17 13:08:00,1:16 PM,19.55,267.0,4.64,4.59,4.92,4.67,1.92,1.92,1.5,1.44,290.0,20.0,2.46,2.16,1.98,2.82,,4.36,5.25,3.81,6.13,09:32:29,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1258,laufenberg,left,1258_20231117_123257.bag,videos_3,20231117,12:34:18,9656435272,lab,1258,2,2023-11-17 12:37:00,12:45 PM,23.08,186.0,3.97,3.99,4.05,4.07,1.62,1.74,1.74,1.86,282.0,14.0,2.28,2.58,2.7,2.16,,5.72,5.5,6.46,5.4,13:46:06,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1259,laufenberg,left,1259_20231117_125126.bag,videos_3,20231117,12:51:52,2887850461,lab,1259,2,2023-11-17 12:55:00,1:04 PM,21.77,249.0,4.44,4.46,4.52,4.47,1.08,1.14,1.2,0.9,376.0,14.0,1.5,1.74,1.26,1.56,,5.2,5.91,5.65,5.01,10:46:13,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1274,laufenberg,left,1274_20231117_105454.bag,videos_3,20231121,21:12:50,3491345791,lab,1274,2,2023-11-17 21:10:00,9:17 PM,17.47,104.0,4.18,4.13,4.12,4.12,0.84,1.38,0.84,1.26,318.0,60.0,1.86,1.2,1.68,1.26,,3.23,5.37,3.65,5.22,10:03:41,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1282,laufenberg,left,1282_20231117_121652.bag,videos_3,20231117,12:17:14,2518137301,lab,1282,2,2023-11-17 12:20:00,12:28 PM,19.22,72.0,4.58,,4.59,4.4,1.56,,1.62,1.8,288.0,42.0,,2.16,2.46,2.1,,5.83,,5.39,8.0,08:57:54,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1319,laufenberg,left,1319_20231117_122525.bag,videos_3,20231117,12:25:54,3337742803,lab,1319,2,2023-11-17 12:29:00,12:36 PM,16.3,30.0,4.64,4.32,,4.34,1.38,1.98,,1.74,260.0,42.0,2.58,,2.28,1.8,,2.31,7.61,,6.38,10:11:40,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
921,laufenberg,left,921_20231117_104851.bag,videos_3,20231117,10:49:00,913513850,lab,921,4,2023-11-17 10:51:00,10:58 AM,10.76,249.0,4.38,4.65,4.39,4.47,1.02,0.78,1.26,1.38,192.0,148.0,1.32,1.86,1.86,1.44,,2.31,2.01,2.89,3.55,07:48:20,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
962,laufenberg,left,962_20231117_111426.bag,videos_3,20231117,11:14:44,1989201859,lab,962,4,2023-11-17 11:18:00,11:29 AM,23.21,118.0,5.05,5.05,5.6,5.13,0.96,1.14,1.08,0.9,526.0,380.0,1.5,1.5,1.56,1.32,,4.59,7.55,4.17,6.9,09:49:41,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
935,laufenberg,left,935_20231117_115800.bag,videos_3,20231117,11:58:34,3849093180,lab,935,4,2023-11-17 12:02:00,12:09 PM,20.13,91.0,4.58,4.52,,4.54,1.56,1.38,,1.44,334.0,11.0,1.74,,2.04,2.28,,6.95,6.85,,6.33,09:52:17,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
1380,laufenberg,right,1380_20231117_130025.bag,videos_1,20231117,13:01:12,5469666155,maria,1380,1,2023-11-17 12:59:00,1:06 PM,10.81,301.0,4.03,3.84,4.08,4.13,1.32,1.32,1.32,1.2,186.0,,1.68,1.86,1.56,1.62,,2.45,3.39,2.12,2.85,07:16:30,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_3,,Unchecked,0.0
1489,laufenberg,right,1489_20231117_165935.bag,videos_1,20231117,17:03:58,20348549877,maria,1489,1,2023-11-17 16:57:00,5:05 PM,13.46,8.0,3.99,4.08,4.07,3.8,1.56,1.14,1.56,1.26,229.0,,1.8,2.22,1.8,2.04,,3.01,3.57,3.37,3.51,09:45:41,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_4,,Unchecked,0.0
1170,laufenberg,left,1170_20231117_170106.bag,videos_2,20231117,17:01:24,2144290019,guilherme,1170,3,2023-11-17 16:59:00,5:07 PM,14.76,14.0,4.45,4.33,4.51,4.33,1.32,1.5,1.68,1.44,253.0,160.0,2.1,2.22,1.8,1.8,,2.6,3.38,3.66,5.12,10:36:59,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_2,,Unchecked,0.0
627,laufenberg,left,627_20231117_165940.bag,videos_2,20231117,17:00:22,3723942237,guilherme,627,6,2023-11-17 16:58:00,5:06 PM,21.51,92.0,4.38,4.28,4.34,4.22,1.56,1.98,1.74,1.98,284.0,300.0,2.58,2.28,2.76,2.28,,3.93,6.31,4.69,6.58,09:04:00,,Unchecked,Unchecked,0.0,Unchecked,Unchecked,Normal,VMS_1,,Unchecked,0.0
