cow,dudder_cl,dtnf_lb_cl,dtnf_lf_cl,dtnf_rf_cl,dtnf_rb_cl,all_cl_x,dim,dtnf_udder_dim_cl,dtnf_lf_dim_cl,dtnf_lb_dim_cl,dtnf_rf_dim_cl,dtnf_rb_dim_cl,dtnf_all_dim_cl,dudder_7d_x,dtnf_lb_7d_x,dtnf_lf_7d_x,dtnf_rf_7d_x,dtnf_rb_7d_x,all_7d_x,dtnf_udder_dim_7d_x,dtnf_lf_dim_7d_x,dtnf_lb_dim_7d_x,dtnf_rf_dim_7d_x,dtnf_rb_dim_7d_x,dtnf_all_dim_7d_x,vudder_cl,vtnf_lb_cl,vtnf_lf_cl,vtnf_rf_cl,vtnf_rb_cl,all_cl_y,visits_cl,vtnf_udder_nv_cl,vtnf_lf_nv_cl,vtnf_lb_nv_cl,vtnf_rf_nv_cl,vtnf_rb_nv_cl,vtnf_all_nv_cl,dudder_7d_y,dtnf_lb_7d_y,dtnf_lf_7d_y,dtnf_rf_7d_y,dtnf_rb_7d_y,all_7d_y,dtnf_udder_dim_7d_y,dtnf_lf_dim_7d_y,dtnf_lb_dim_7d_y,dtnf_rf_dim_7d_y,dtnf_rb_dim_7d_y,dtnf_all_dim_7d_y
1320,12,3,5,1,7,0.0,414,2.898550724637681,1.2077294685990339,0.7246376811594203,0.24154589371980675,1.6908212560386473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,5.0,1.0,7.0,0.0,886,0.0,0.5643340857787811,0.33860045146726864,0.1128668171557562,0.7900677200902935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,6,3,0,1,3,0.0,81,7.4074074074074066,0.0,3.7037037037037033,1.2345679012345678,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,1.0,3.0,0.0,218,0.0,0.0,1.3761467889908259,0.45871559633027525,1.3761467889908259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,3,1,0,0,2,1.0,351,0.8547008547008548,0.0,0.2849002849002849,0.0,0.5698005698005698,0.2849002849002849,,,,,,,,,,,,,0,1.0,0.0,0.0,2.0,1.0,784,0.0,0.0,0.12755102040816327,0.0,0.25510204081632654,0.12755102040816327,,,,,,,,,,,,
1323,1,0,0,0,1,0.0,65,1.5384615384615385,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,155,0.0,0.0,0.0,0.0,0.6451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,4,1,1,2,0,0.0,221,1.809954751131222,0.4524886877828055,0.4524886877828055,0.904977375565611,0.0,0.0,,,,,,,,,,,,,0,1.0,1.0,2.0,0.0,0.0,524,0.0,0.19083969465648853,0.19083969465648853,0.38167938931297707,0.0,0.0,,,,,,,,,,,,
1325,4,0,0,1,3,0.0,85,4.705882352941177,0.0,0.0,1.1764705882352942,3.5294117647058822,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.285714285714285,0.0,0.0,14.285714285714285,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0,225,0.0,0.0,0.0,0.4444444444444444,1.3333333333333335,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.285714285714285,0.0,0.0,14.285714285714285,0.0,0.0
1327,5,0,4,0,1,1.0,318,1.5723270440251573,1.257861635220126,0.0,0.0,0.3144654088050315,0.3144654088050315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,1.0,1.0,734,0.0,0.544959128065395,0.0,0.0,0.13623978201634876,0.13623978201634876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,5,2,0,0,3,0.0,66,7.575757575757576,0.0,3.0303030303030303,0.0,4.545454545454546,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.285714285714285,0.0,0.0,0.0,14.285714285714285,0.0,0,2.0,0.0,0.0,3.0,0.0,208,0.0,0.0,0.9615384615384616,0.0,1.4423076923076923,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.285714285714285,0.0,0.0,0.0,14.285714285714285,0.0
1329,10,3,4,0,3,0.0,356,2.8089887640449436,1.1235955056179776,0.8426966292134831,0.0,0.8426966292134831,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0,0,3.0,4.0,0.0,3.0,0.0,921,0.0,0.43431053203040176,0.32573289902280134,0.0,0.32573289902280134,0.0,1.0,0.0,1.0,0.0,0.0,0.0,14.285714285714285,14.285714285714285,0.0,0.0,0.0,0.0
1331,6,1,3,1,2,2.0,316,1.89873417721519,0.949367088607595,0.31645569620253167,0.31645569620253167,0.6329113924050633,0.6329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,3.0,1.0,2.0,2.0,921,0.0,0.32573289902280134,0.10857763300760044,0.10857763300760044,0.21715526601520088,0.21715526601520088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1333,10,7,5,7,0,0.0,296,3.3783783783783785,1.6891891891891893,2.364864864864865,2.364864864864865,0.0,0.0,,,,,,,,,,,,,0,10.0,6.0,9.0,0.0,0.0,736,0.0,0.8152173913043478,1.358695652173913,1.2228260869565217,0.0,0.0,,,,,,,,,,,,
1334,0,0,0,0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,3,0,2,1,0,0.0,44,6.8181818181818175,4.545454545454546,0.0,2.272727272727273,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,28.57142857142857,14.285714285714285,0.0,14.285714285714285,0.0,0.0,0,0.0,2.0,1.0,0.0,0.0,118,0.0,1.694915254237288,0.0,0.847457627118644,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,28.57142857142857,14.285714285714285,0.0,14.285714285714285,0.0,0.0
1337,8,2,3,0,3,0.0,206,3.8834951456310676,1.4563106796116505,0.9708737864077669,0.0,1.4563106796116505,0.0,,,,,,,,,,,,,0,2.0,3.0,0.0,3.0,0.0,633,0.0,0.47393364928909953,0.315955766192733,0.0,0.47393364928909953,0.0,,,,,,,,,,,,
1339,7,2,2,2,2,1.0,172,4.069767441860465,1.1627906976744187,1.1627906976744187,1.1627906976744187,1.1627906976744187,0.5813953488372093,,,,,,,,,,,,,0,2.0,2.0,2.0,2.0,1.0,406,0.0,0.49261083743842365,0.49261083743842365,0.49261083743842365,0.49261083743842365,0.24630541871921183,,,,,,,,,,,,
1343,4,2,2,0,0,2.0,352,1.1363636363636365,0.5681818181818182,0.5681818181818182,0.0,0.0,0.5681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,0.0,0.0,2.0,887,0.0,0.2254791431792559,0.2254791431792559,0.0,0.0,0.2254791431792559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,5,0,3,0,2,0.0,311,1.607717041800643,0.964630225080386,0.0,0.0,0.6430868167202572,0.0,,,,,,,,,,,,,0,0.0,3.0,0.0,2.0,0.0,796,0.0,0.37688442211055273,0.0,0.0,0.25125628140703515,0.0,,,,,,,,,,,,
1346,12,3,4,2,3,0.0,294,4.081632653061225,1.3605442176870748,1.0204081632653061,0.6802721088435374,1.0204081632653061,0.0,,,,,,,,,,,,,0,3.0,4.0,2.0,3.0,0.0,723,0.0,0.5532503457814661,0.4149377593360996,0.2766251728907331,0.4149377593360996,0.0,,,,,,,,,,,,
1348,19,6,3,6,5,0.0,307,6.188925081433225,0.9771986970684038,1.9543973941368076,1.9543973941368076,1.6286644951140066,0.0,,,,,,,,,,,,,0,6.0,3.0,6.0,5.0,0.0,746,0.0,0.40214477211796246,0.8042895442359249,0.8042895442359249,0.6702412868632708,0.0,,,,,,,,,,,,
1351,0,0,0,0,0,0.0,222,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,503,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
1352,0,0,0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,9,2,4,0,3,0.0,268,3.3582089552238807,1.4925373134328357,0.7462686567164178,0.0,1.1194029850746268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,4.0,0.0,3.0,0.0,733,0.0,0.5457025920873124,0.5457025920873124,0.0,0.4092769440654843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,7,1,0,0,6,0.0,187,3.7433155080213902,0.0,0.53475935828877,0.0,3.2085561497326207,0.0,,,,,,,,,,,,,0,2.0,0.0,0.0,6.0,0.0,451,0.0,0.0,0.4434589800443459,0.0,1.3303769401330376,0.0,,,,,,,,,,,,
1359,7,1,3,2,2,1.0,288,2.430555555555556,1.0416666666666665,0.3472222222222222,0.6944444444444444,0.6944444444444444,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,2.0,1.0,821,0.0,0.3654080389768575,0.12180267965895249,0.24360535931790497,0.24360535931790497,0.12180267965895249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,14,4,2,1,8,0.0,280,5.0,0.7142857142857143,1.4285714285714286,0.35714285714285715,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,1.0,8.0,0.0,727,0.0,0.2751031636863824,0.5502063273727648,0.1375515818431912,1.1004126547455295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,3,0,2,2,1,1.0,246,1.2195121951219512,0.8130081300813009,0.0,0.8130081300813009,0.40650406504065045,0.40650406504065045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,1.0,1.0,508,0.0,0.39370078740157477,0.0,0.39370078740157477,0.19685039370078738,0.19685039370078738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,7,3,2,0,4,0.0,317,2.2082018927444795,0.6309148264984227,0.9463722397476341,0.0,1.2618296529968454,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.285714285714285,0.0,0.0,0.0,14.285714285714285,0.0,0,3.0,2.0,0.0,4.0,0.0,880,0.0,0.22727272727272727,0.3409090909090909,0.0,0.45454545454545453,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.285714285714285,0.0,0.0,0.0,14.285714285714285,0.0
1363,11,5,2,1,3,0.0,298,3.691275167785235,0.6711409395973155,1.6778523489932886,0.33557046979865773,1.006711409395973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,2.0,1.0,3.0,0.0,892,0.0,0.2242152466367713,0.5605381165919282,0.11210762331838565,0.336322869955157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,2,0,0,0,2,0.0,283,0.7067137809187279,0.0,0.0,0.0,0.7067137809187279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,643,0.0,0.0,0.0,0.0,0.3110419906687403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,3,1,1,0,1,0.0,290,1.0344827586206897,0.3448275862068966,0.3448275862068966,0.0,0.3448275862068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,684,0.0,0.14619883040935672,0.14619883040935672,0.0,0.14619883040935672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,5,1,2,1,1,0.0,249,2.0080321285140563,0.8032128514056224,0.4016064257028112,0.4016064257028112,0.4016064257028112,0.0,,,,,,,,,,,,,0,1.0,2.0,1.0,1.0,0.0,584,0.0,0.3424657534246575,0.17123287671232876,0.17123287671232876,0.17123287671232876,0.0,,,,,,,,,,,,
1367,23,4,5,8,6,0.0,315,7.301587301587302,1.5873015873015872,1.2698412698412698,2.5396825396825395,1.9047619047619049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,5.0,8.0,6.0,0.0,780,0.0,0.641025641025641,0.5128205128205128,1.0256410256410255,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,0,0,0,0,0,1.0,282,0.0,0.0,0.0,0.0,0.0,0.3546099290780142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,641,0.0,0.0,0.0,0.0,0.0,0.15600624024961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,5,1,2,2,0,0.0,259,1.9305019305019304,0.7722007722007722,0.3861003861003861,0.7722007722007722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,2.0,0.0,0.0,716,0.0,0.27932960893854747,0.13966480446927373,0.27932960893854747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,4,0,3,0,1,0.0,265,1.509433962264151,1.1320754716981132,0.0,0.0,0.37735849056603776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,1.0,0.0,650,0.0,0.46153846153846156,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,11,4,4,0,4,0.0,295,3.728813559322034,1.3559322033898304,1.3559322033898304,0.0,1.3559322033898304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,4.0,0.0,4.0,0.0,784,0.0,0.5102040816326531,0.5102040816326531,0.0,0.5102040816326531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,31,7,9,7,17,0.0,223,13.901345291479823,4.0358744394618835,3.1390134529147984,3.1390134529147984,7.623318385650224,0.0,,,,,,,,,,,,,0,8.0,9.0,7.0,17.0,0.0,514,0.0,1.7509727626459144,1.556420233463035,1.3618677042801557,3.3073929961089497,0.0,,,,,,,,,,,,
1374,4,1,2,2,1,0.0,256,1.5625,0.78125,0.390625,0.78125,0.390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,2.0,1.0,0.0,566,0.0,0.35335689045936397,0.17667844522968199,0.35335689045936397,0.17667844522968199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,5,0,2,0,3,0.0,271,1.8450184501845017,0.7380073800738007,0.0,0.0,1.107011070110701,0.0,,,,,,,,,,,,,0,0.0,2.0,0.0,3.0,0.0,651,0.0,0.30721966205837176,0.0,0.0,0.4608294930875576,0.0,,,,,,,,,,,,
1376,11,4,1,1,6,1.0,277,3.9711191335740073,0.36101083032490977,1.444043321299639,0.36101083032490977,2.166064981949458,0.36101083032490977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1.0,1.0,6.0,1.0,855,0.0,0.11695906432748539,0.46783625730994155,0.11695906432748539,0.7017543859649122,0.11695906432748539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,10,4,2,2,2,0.0,271,3.6900369003690034,0.7380073800738007,1.4760147601476015,0.7380073800738007,0.7380073800738007,0.0,,,,,,,,,,,,,0,4.0,2.0,2.0,2.0,0.0,717,0.0,0.2789400278940028,0.5578800557880056,0.2789400278940028,0.2789400278940028,0.0,,,,,,,,,,,,
1378,8,0,4,3,3,0.0,273,2.93040293040293,1.465201465201465,0.0,1.098901098901099,1.098901098901099,0.0,,,,,,,,,,,,,0,0.0,4.0,3.0,3.0,0.0,688,0.0,0.5813953488372093,0.0,0.436046511627907,0.436046511627907,0.0,,,,,,,,,,,,
1380,3,0,2,0,1,0.0,301,0.9966777408637874,0.6644518272425249,0.0,0.0,0.33222591362126247,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.285714285714285,0.0,0.0,0.0,14.285714285714285,0.0,0,0.0,2.0,0.0,1.0,0.0,818,0.0,0.24449877750611246,0.0,0.0,0.12224938875305623,0.0,1.0,0.0,0.0,0.0,1.0,0.0,14.285714285714285,0.0,0.0,0.0,14.285714285714285,0.0
1382,21,4,11,1,5,0.0,306,6.862745098039216,3.594771241830065,1.3071895424836601,0.32679738562091504,1.6339869281045754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,11.0,1.0,5.0,0.0,874,0.0,1.2585812356979404,0.4576659038901602,0.11441647597254005,0.5720823798627002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,7,2,3,0,3,0.0,249,2.8112449799196786,1.2048192771084338,0.8032128514056224,0.0,1.2048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,4.0,0.0,3.0,0.0,623,0.0,0.6420545746388443,0.32102728731942215,0.0,0.4815409309791332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,16,5,4,1,9,0.0,305,5.245901639344262,1.3114754098360655,1.639344262295082,0.32786885245901637,2.9508196721311477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,4.0,1.0,10.0,0.0,780,0.0,0.5128205128205128,0.641025641025641,0.1282051282051282,1.282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,4,1,1,1,1,0.0,312,1.282051282051282,0.3205128205128205,0.3205128205128205,0.3205128205128205,0.3205128205128205,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.285714285714285,0.0,0.0,14.285714285714285,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,593,0.0,0.16863406408094433,0.16863406408094433,0.16863406408094433,0.16863406408094433,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.285714285714285,0.0,0.0,14.285714285714285,0.0,0.0
1391,5,1,2,0,2,2.0,256,1.953125,0.78125,0.390625,0.0,0.78125,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,0.0,2.0,2.0,718,0.0,0.2785515320334262,0.1392757660167131,0.0,0.2785515320334262,0.2785515320334262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,3,0,2,1,0,0.0,184,1.6304347826086956,1.0869565217391304,0.0,0.5434782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,2.0,0.0,0.0,552,0.0,0.36231884057971014,0.0,0.36231884057971014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,10,1,1,5,6,0.0,223,4.484304932735426,0.4484304932735426,0.4484304932735426,2.242152466367713,2.690582959641256,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.285714285714285,0.0,0.0,14.285714285714285,0.0,0.0,0,1.0,1.0,6.0,7.0,0.0,597,0.0,0.16750418760469013,0.16750418760469013,1.0050251256281406,1.1725293132328307,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14.285714285714285,0.0,0.0,14.285714285714285,0.0,0.0
1397,12,6,2,0,4,0.0,249,4.819277108433735,0.8032128514056224,2.4096385542168677,0.0,1.6064257028112447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,2.0,0.0,4.0,0.0,688,0.0,0.29069767441860467,1.0174418604651163,0.0,0.5813953488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,5,2,1,0,2,0.0,258,1.937984496124031,0.3875968992248062,0.7751937984496124,0.0,0.7751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,3.0,0.0,668,0.0,0.14970059880239522,0.29940119760479045,0.0,0.4491017964071856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,7,1,0,4,2,0.0,254,2.7559055118110236,0.0,0.39370078740157477,1.574803149606299,0.7874015748031495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,6.0,2.0,0.0,701,0.0,0.0,0.14265335235378032,0.8559201141226819,0.28530670470756064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,9,1,5,0,4,0.0,231,3.896103896103896,2.1645021645021645,0.4329004329004329,0.0,1.7316017316017316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,5.0,0.0,4.0,0.0,585,0.0,0.8547008547008548,0.17094017094017094,0.0,0.6837606837606838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,34,30,3,2,3,0.0,252,13.492063492063492,1.1904761904761905,11.904761904761903,0.7936507936507936,1.1904761904761905,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14.285714285714285,0.0,0.0,14.285714285714285,14.285714285714285,0.0,0,50.0,3.0,2.0,3.0,0.0,635,0.0,0.47244094488188976,7.874015748031496,0.31496062992125984,0.47244094488188976,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14.285714285714285,0.0,0.0,14.285714285714285,14.285714285714285,0.0
1404,9,1,2,1,5,2.0,256,3.515625,0.78125,0.390625,0.390625,1.953125,0.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,1.0,5.0,2.0,953,0.0,0.2098635886673662,0.1049317943336831,0.1049317943336831,0.5246589716684155,0.2098635886673662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,5,0,1,0,4,0.0,166,3.0120481927710845,0.6024096385542169,0.0,0.0,2.4096385542168677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,4.0,0.0,570,0.0,0.17543859649122806,0.0,0.0,0.7017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
